etiquetas,Area,Eccentricity,Solidity,Extent,Perimeter,MajorAxisLength,MinorAxisLength,Circularity,Elongation,roundnessCH,convexity,circleVariance,ellipVariance,Mean_Green,Mean_Red,Mean_Blue,Std_Green,Std_Red,Std_Blue,Skewness_G,Skewness_R,Skewness_B,Kurtosis_G,Kurtosis_R,Kurtosis_B,Entropy_G,Entropy_R,Entropy_B
Esferocito,31845,0.340595645,0.994162088,0.796443577,631.406,207.7198665,195.3002694,1.003768837,0.059790126,1.001458178,1.001152982,0.024763886,0.035943082,38007.39582,43820.99846,41764.46111,2573.338598,2447.529973,3008.276459,1.573691998,0.572194102,1.114469503,5.956209641,6.348465631,3.748649623,5.02830456,5.165104166,5.337542978
Esferocito,39686,0.222386358,0.989256425,0.780636532,713.512,227.831249,222.1260398,0.979590645,0.025041381,0.989199773,0.995131126,0.021585649,0.058880638,36138.45527,41043.6946,39935.44484,3763.318951,3792.078988,3700.410798,0.517704367,-0.112423229,0.641462069,3.080333498,3.93955216,2.692405644,5.824173348,5.881903762,5.767307548
Esferocito,34107,0.311039099,0.991972777,0.777137258,657.16,213.9556483,203.3428312,0.99245573,0.049602884,0.994506761,0.998968288,0.027205033,0.039434176,41442.90521,41300.75914,45561.80162,1752.439351,1569.076918,2030.735598,0.848992971,0.111768833,0.601252944,3.583300543,3.433260676,2.913797458,4.697206816,4.650506757,4.942183698
Esferocito,26454,0.538087636,0.994436509,0.7608283,578.122,200.0291186,168.6023235,0.994631525,0.157111101,0.99213127,1.00125925,0.061175565,0.046616453,40327.67763,44765.66538,43579.54185,2194.699056,2445.533146,2432.843139,0.698793509,0.418131495,0.682024359,3.980720584,3.410050835,3.539658768,5.066435108,5.268664442,5.21780706
Esferocito,23337,0.271269917,0.991586998,0.770910412,541.998,175.8251973,169.2323354,0.99829644,0.037496685,0.997626332,1.000335795,0.023181382,0.04659937,42740.14312,46185.38938,45941.53353,1385.997327,1636.286433,1859.195061,1.123154884,0.441912423,0.880084682,5.428916324,3.784878062,3.941115703,4.34454043,4.692984177,4.78248226
Esferocito,29982,0.640831153,0.994328922,0.764788409,620.852,223.292742,171.4177869,0.977449424,0.232318143,0.97516117,1.001172582,0.094777118,0.032415032,38553.78881,44375.53252,43002.87639,2351.573968,2583.078472,2388.471492,1.017621464,0.788872759,0.73159259,4.194723938,3.946214805,3.376772926,5.099067406,5.2910537,5.176248994
Esferocito,39250,0.386903822,0.991537198,0.786415548,705.514,232.8978435,214.759777,0.990919221,0.077879925,0.990430624,1.000246629,0.032386745,0.077950283,38690.16825,42993.86701,41884.53014,3125.648165,3586.35121,3205.486657,-0.171964757,-1.50742515,0.400177347,3.209601368,8.922705563,2.424148022,5.605180967,5.688176875,5.611618078
Esferocito,32832,0.286943815,0.995331353,0.789230769,640.098,208.9351157,200.1488537,1.006964738,0.042052586,1.004678146,1.001137326,0.018415344,0.036067046,39105.6501,44628.65205,41976.05556,3180.488693,2637.005839,3579.579711,0.837756695,0.384375146,0.672708783,3.135522316,2.971870281,2.663681392,5.514820159,5.381514604,5.695329256
Esferocito,32835,0.32077332,0.992383716,0.766742948,643.853,210.2205784,199.1116809,0.995344538,0.052844006,0.996777604,0.999280892,0.026341256,0.047921045,37219.9051,45507.45729,41892.98541,3323.458226,2428.091896,3413.221609,0.685093793,0.208573921,0.442072302,2.72305223,3.191901533,2.319877669,5.592491426,5.276257194,5.667595787
Esferocito,34133,0.524619919,0.994870151,0.793643043,655.968,226.0162294,192.4158795,0.99682522,0.148663439,0.994616324,1.00110981,0.060239769,0.069507596,41850.49401,45577.86728,45090.94706,2436.069011,2556.107888,2406.996041,0.354641676,0.196627114,0.399609478,2.256570485,2.549386218,2.522276552,5.202741744,5.33909641,5.214096131
Esferocito,31695,0.400656016,0.994758647,0.77304878,629.992,209.9300176,192.3438757,1.003530441,0.083771449,1.001215155,1.00115557,0.032498914,0.073158354,38814.79451,43481.93519,42228.05263,2271.066998,2563.333178,2689.675542,1.215331794,0.106516623,1.119472904,5.396958679,4.10077387,4.216874449,5.007444431,5.337931178,5.240530842
Esferocito,23864,0.489573041,0.98428542,0.763696877,555.345,186.9085072,162.9771703,0.972360643,0.128037708,0.979087333,0.996558896,0.055386054,0.047862337,40243.46162,45319.01307,44908.97419,2045.204122,2035.68452,2218.018405,0.865645183,0.524933826,0.584808752,3.743077521,3.864296941,2.96581428,4.93019876,4.997763476,5.084740747
Esferocito,30148,0.45376658,0.977244733,0.72443291,629.872,208.1464977,185.4836281,0.95491291,0.108879419,0.969988772,0.992198415,0.056746955,0.033805927,36781.91907,44745.83256,41491.30105,3463.076513,2600.718312,3391.110739,0.513370333,0.304850335,0.323574101,2.30515537,2.828438539,2.21493381,5.646169616,5.366058,5.678624849
Esferocito,30892,0.512840768,0.994591114,0.774235589,624.592,214.1289835,183.8262524,0.995091589,0.141516252,0.992775959,1.001165561,0.055218705,0.045899146,39364.05387,45662.89732,42699.19047,2545.995982,2123.72597,3062.743974,1.456936303,0.547484479,0.97014748,5.400136649,3.791016408,3.350288161,5.078556339,5.056757373,5.405461366
Esferocito,31462,0.567154735,0.989869117,0.745757087,635.318,220.7225531,181.78958,0.979521269,0.17638874,0.980082719,0.999713529,0.070569331,0.039962464,36745.71178,40005.48319,40797.49743,3133.887513,3377.032894,3354.439914,0.25975475,0.113943854,0.359838138,2.130679397,2.369930208,2.365115805,5.559376705,5.726233495,5.681627128
Esferocito,33582,0.323129787,0.994609643,0.787644244,647.516,212.6047867,201.1995304,1.006503786,0.053645341,1.00424438,1.001124297,0.021821874,0.039974648,35919.50688,39959.9009,41052.55863,4277.038645,4019.331606,4161.314766,0.53015454,0.022612321,0.540659468,2.622565048,3.190288172,2.390996961,6.010351444,5.988071472,5.922380166
Esferocito,33873,0.222736737,0.995269436,0.802145496,650.418,210.4013549,205.115785,1.006186353,0.025121368,1.004499172,1.00083946,0.015766067,0.054339764,38459.20468,44274.42978,42751.83987,2510.949673,2762.060254,2676.08439,1.622550127,0.85117129,1.362379329,5.817559264,3.646654368,4.893185453,4.978966346,5.363383914,5.14263136
Esferocito,24652,0.551641415,0.994433239,0.779263474,557.892,194.0800684,161.8785713,0.995317765,0.16591862,0.992725236,1.001304912,0.065123914,0.053911964,38072.18952,43377.17735,43172.37449,3176.092036,2888.953886,3051.979203,1.090210226,0.658402724,0.581888716,4.934077245,3.960494748,2.936148896,5.539115369,5.486689559,5.5428372
Esferocito,31259,0.222716039,0.992948127,0.781650871,626.766,202.1298748,197.0530515,0.999940332,0.02511664,1.000336108,0.999802159,0.016570894,0.030585363,40652.76407,45511.75303,43600.99351,2797.252975,2561.039765,3088.571904,0.353858383,0.073618995,0.301372296,2.390500851,2.644754321,2.288669046,5.425673321,5.355503137,5.565524764
Esferocito,35041,0.339889088,0.993817181,0.78750899,665.488,217.9720815,204.9952286,0.994273577,0.059534473,0.992101802,1.001093934,0.029742493,0.042587148,33951.82603,36729.61068,39860.24189,4825.669709,4493.50898,4592.19621,0.49740036,0.248720054,0.405696505,2.380580521,2.39067648,2.207309593,6.121073614,6.116837139,6.075244724
Esferocito,33255,0.454834865,0.99461642,0.772904755,646.972,218.1347592,194.2655364,0.998379938,0.109424206,0.99669694,1.000843931,0.042122719,0.045426621,40028.04992,46341.85055,43042.59233,2552.884188,2452.397257,2906.840579,0.954751588,0.492628409,0.883212405,3.597409887,3.17795988,3.268154126,5.196636954,5.262234967,5.378424443
Esferocito,27057,0.112860154,0.97622312,0.753467001,596.754,186.5736988,185.3816575,0.95477014,0.006389118,0.963832201,0.995287841,0.031508091,0.051478578,38401.71726,41708.70089,42219.30946,2819.062153,2682.0781,3033.630756,0.270238281,0.036905576,0.359944955,2.326318477,2.598349507,2.430979629,5.442309138,5.418427844,5.547487488
Esferocito,37516,0.251919691,0.991280452,0.77869567,689.042,222.2318187,215.06443,0.992967426,0.032251856,0.99139563,1.000792405,0.016565195,0.045449597,38495.16878,43359.21911,41076.60646,3216.379806,3288.837889,3199.488383,0.377924659,-0.297835654,0.410086448,2.561530757,4.075706311,2.534966016,5.622070358,5.683295194,5.625211289
Esferocito,36893,0.322437188,0.990203446,0.772854868,685.612,222.9023296,210.9973083,0.986272708,0.053409138,0.988370546,0.998938175,0.026229531,0.040392811,37427.85721,43357.85585,40763.43068,3941.281725,3671.298608,3932.642616,0.510216238,0.180172008,0.413771058,2.490045134,2.859720484,2.356867367,5.871411773,5.860249312,5.892627139
Esferocito,36725,0.384624505,0.994664428,0.766749483,679.374,225.327826,207.99406,0.999893682,0.076926877,0.9977542,1.001071575,0.037723159,0.040517764,37106.94295,41585.09833,40966.46404,3094.160263,2813.26335,3155.078001,1.89452528,1.275695061,1.003872961,8.057453903,6.276798905,3.573884513,5.273292037,5.343536999,5.46513276
Esferocito,29194,0.238145052,0.993905968,0.775693485,604.776,195.7319479,190.1006613,1.003031036,0.028770401,1.000620589,1.001203751,0.018930776,0.075142979,38578.35172,42052.65794,42263.33904,2646.918118,2762.11844,3005.913983,0.725716788,0.448390733,0.693021141,3.334007878,3.324561819,2.988725582,5.317516496,5.442462502,5.485953994
Esferocito,32735,0.305106473,0.995166292,0.798882273,641.594,209.5305194,199.5397366,0.999313194,0.047681755,0.997049259,1.001134674,0.033219853,0.055860139,38822.38974,45260.3821,41966.72821,2451.404897,2306.321357,3041.624205,1.578769079,1.092097565,1.170904422,6.005330857,5.396794963,4.024387178,4.99593475,5.080024148,5.360804745
Esferocito,38130,0.464124004,0.970525351,0.763638548,710.884,234.8201458,207.9966957,0.948154674,0.114229765,0.958297278,0.99469393,0.059120271,0.04437943,41680.03525,46712.44563,44367.68445,2378.235156,2644.756678,2458.382219,0.119853511,-0.878293638,0.257094647,2.954898751,6.236979659,2.52749481,5.219924252,5.327037436,5.275310053
Esferocito,29920,0.585529921,0.989745286,0.776255708,623.086,217.1110591,176.0012526,0.968446127,0.189349205,0.970713122,0.998831622,0.0812853,0.061071355,35808.17914,41230.57701,41266.74439,3368.020087,3095.990402,3478.314362,1.174640906,0.947323359,0.85299013,4.053076116,4.33182156,3.008563241,5.507981674,5.530092838,5.605243359
Esferocito,33115,0.125886153,0.994743166,0.784158181,642.488,206.1654315,204.5253226,1.008102246,0.007955305,1.005821571,1.001133095,0.004840299,0.048029871,38653.32713,44345.82032,41513.35552,3097.075028,2986.616358,3398.999186,0.509430951,-0.257179731,0.449938445,2.559313185,4.027338316,2.445540517,5.547451478,5.556436659,5.686429549
Esferocito,35967,0.334245551,0.994030346,0.774483204,672.576,220.4907279,207.8094301,0.999151505,0.057513973,1.000626812,0.999262537,0.023641034,0.062220671,39361.96491,46842.03765,44209.67576,2648.206975,2018.47147,2652.461259,0.789114614,0.183553646,0.514979293,2.976998004,3.030120755,2.536286735,5.253566179,5.014694816,5.312985223
Esferocito,33344,0.414087957,0.989436202,0.76712833,651.09,216.1497498,196.7474722,0.988429073,0.089763128,0.99129542,0.998553195,0.038488358,0.047089725,37862.99904,42964.71449,40360.08061,2419.117149,2674.117392,2665.817251,0.075275393,-0.693944604,0.373166201,2.442766498,4.868952026,2.514484081,5.252405775,5.373443954,5.369400502
Esferocito,32220,0.564972533,0.988525495,0.727346607,648.364,223.3838462,184.316181,0.963158173,0.174890288,0.966410765,0.998315761,0.071516629,0.031419667,37788.1018,42648.25028,42273.94016,2679.245402,2809.594001,2516.597043,0.872337052,0.804749725,0.630936287,3.509848513,3.673574584,3.207634764,5.299763829,5.403196035,5.273451225
Esferocito,25562,0.392361567,0.981568236,0.7431246,577.644,188.4385109,173.327828,0.962684903,0.080188932,0.973697876,0.994328687,0.043045241,0.042185914,38442.23394,46232.30295,42988.70699,3313.907643,2473.927237,3289.339183,0.545394193,0.257017275,0.377949618,2.445591653,2.730263298,2.272031291,5.604926991,5.293106796,5.629656182
Esferocito,28957,0.546578723,0.990863674,0.763533289,610.302,210.0646109,175.9097282,0.976953389,0.162592274,0.97987332,0.998508935,0.066208474,0.048781294,39998.81921,43428.05512,43657.39876,2710.905373,2574.653707,2795.134663,0.7825926,0.504026786,0.600133375,3.048285901,3.415186661,2.782008516,5.303866199,5.337509299,5.395699857
Esferocito,34479,0.216702502,0.992829993,0.78561338,657.978,212.097916,207.0579794,1.000787287,0.023762311,1.000258187,1.000264447,0.012823728,0.039635855,32811.82494,37233.13321,38749.29459,4856.233846,4749.114453,4434.905874,0.472514384,-0.294845858,0.569484908,2.95627139,5.71986436,2.369585684,6.153240834,6.130315043,5.990499088
Esferocito,33931,0.303040389,0.993325332,0.784441105,653.95,213.1686769,203.1449983,0.997051141,0.047022286,0.994834938,1.001113235,0.030115715,0.054692305,37356.00035,42805.86508,38992.21314,2181.823455,2357.534239,2600.70593,1.714364866,1.244040775,1.533506151,7.110690374,6.006931671,5.857727996,4.821315143,5.078544877,5.09998095
Esferocito,26610,0.509374685,0.991800224,0.77399651,581.894,198.5903865,170.8959334,0.987567934,0.139455155,0.985744318,1.000924567,0.055796292,0.034108638,38694.34649,42550.5419,42407.46847,2615.522189,2823.562535,2798.865147,0.41888652,0.289224654,0.472367421,2.510495267,2.882860227,2.647581072,5.327808369,5.48677068,5.426596359
Esferocito,28165,0.343494699,0.994702455,0.776537083,592.908,195.4706955,183.5772059,1.006804155,0.060845385,1.004336299,1.001227846,0.025908746,0.116225675,37976.52633,42952.7831,41166.64456,3140.533886,2659.001235,3267.663739,1.618554209,0.767821207,0.939638732,5.823610769,4.074313366,3.18797313,5.268083489,5.349372,5.486949977
Esferocito,29224,0.163416119,0.994995063,0.784579038,602.7,194.2130163,191.6022558,1.010990653,0.013442768,1.008552724,1.001207898,0.006346362,0.034259662,32418.05311,37494.59567,35538.85683,3406.113277,3426.616901,3594.320018,1.915741675,1.459906742,1.393173675,6.921665548,6.597005429,4.584949622,5.277113115,5.550538012,5.49868172
Esferocito,34121,0.292861959,0.99510047,0.773718821,652.91,213.1772938,203.8304784,1.005830902,0.043845267,1.003591628,1.001115008,0.016587273,0.035471574,39980.50092,44962.21799,43096.47384,2325.187584,2070.298835,2790.083908,1.433539461,0.692163097,0.942784033,5.374911921,4.352990644,3.397396149,4.953513735,5.001984118,5.292374074
Esferocito,24766,0.302544776,0.993860107,0.748036728,558.052,182.0624597,173.530134,0.999347188,0.046864827,0.996744909,1.001304538,0.027471671,0.025246948,40805.28402,44027.73028,44209.92716,2605.573396,2680.53864,2772.254279,0.467409542,0.22043124,0.478528891,2.573437016,2.734603521,2.536373659,5.314369996,5.412184082,5.394934356
Esferocito,38448,0.507862076,0.995262872,0.794708557,695.582,238.5164136,205.467197,0.99858939,0.138561603,0.996502409,1.001046606,0.056759625,0.075478089,37082.05618,42671.8248,38624.09197,2091.810159,2251.541086,2553.633045,1.642713273,1.276504223,1.489911004,6.850818648,6.198235374,5.785796275,4.788195522,5.010929673,5.097047998
Esferocito,29881,0.388699699,0.990224019,0.770029635,615.238,203.3239982,187.3355142,0.992016026,0.078635499,0.993779124,0.999112539,0.033945403,0.050119449,40196.21619,43572.73558,43544.01365,2544.009849,2475.184741,2884.508748,0.629120836,0.22451985,0.622780381,3.111585954,3.023701731,2.842374657,5.277966323,5.30188323,5.439158423
Esferocito,40521,0.373095651,0.987979714,0.776710753,718.846,236.029578,218.9865628,0.985413023,0.072207116,0.990443946,0.997457035,0.03473184,0.029108897,41802.88976,46932.32408,44264.12537,2139.105415,2037.599562,2425.672039,0.46236058,0.001150142,0.404099964,2.54776479,2.78111112,2.473614843,5.030808811,5.030601958,5.218869023
Esferocito,31956,0.270356368,0.994987078,0.827661228,634.812,205.8379635,198.1726237,0.99648788,0.03723968,0.995941836,1.000274097,0.029120635,0.051165336,39220.15371,43487.96395,41871.66554,2228.762899,2300.409988,2742.449588,1.037015758,0.632280309,0.948091646,4.105883618,3.833158021,3.597221131,5.010195043,5.16229889,5.303069371
Esferocito,30745,0.257059203,0.994565393,0.79223356,619.116,201.2862412,194.5221493,1.007953056,0.033604343,1.005586787,1.00117587,0.014109669,0.036238914,38612.91891,45081.96845,42206.13953,2752.813951,2333.489365,3240.883615,1.520885655,1.230857549,0.925927153,5.511774005,6.018739286,3.24535602,5.154693454,5.073064607,5.501771328
Esferocito,40082,0.340353424,0.990730899,0.751274554,713.87,233.1283127,219.2099892,0.988373255,0.059702416,0.990392216,0.998980206,0.028481237,0.034777976,38924.18702,42559.3174,42901.64523,2704.966859,3159.395886,2811.000823,0.612568802,-0.039885915,0.605086425,2.664129859,3.029633811,2.611594787,5.313051545,5.644787932,5.370205438
Esferocito,33390,0.48831312,0.980156167,0.742990654,661.893,221.0992172,192.9463204,0.957746794,0.127331508,0.973523048,0.991864244,0.05631445,0.065183466,39298.09644,43981.4445,41526.21599,2664.02285,2664.017286,2821.877644,0.852470948,0.767849172,0.673330003,3.25399093,3.535606244,2.918716618,5.265108264,5.319765371,5.394367532
Esferocito,26524,0.631175484,0.99199641,0.677964369,600.598,210.3322496,163.1421194,0.924019465,0.224359937,0.926263599,0.998787875,0.107318269,0.048159317,37951.23812,43615.68391,43039.26889,3050.672537,3057.9806,2823.525812,1.36692429,0.39187419,1.237796151,5.101390346,4.387394352,4.381354323,5.333476604,5.558720969,5.252216965
Esferocito,32455,0.326785996,0.994972255,0.791508146,636.062,209.1216042,197.6404854,1.008074378,0.054901639,1.005770766,1.001144543,0.020730896,0.050973234,36787.23303,42653.24369,41614.6566,3159.834183,3061.263587,3236.364143,1.639318774,0.918210821,1.159151228,5.701267211,4.112301918,3.842339167,5.275352977,5.512916443,5.423891921
Esferocito,37812,0.096718746,0.99340567,0.795640098,688.96,220.0018999,218.9704765,1.001040151,0.004688248,1.000343088,1.000348351,0.012596254,0.141091357,40328.22427,45431.00942,42860.39564,2527.06355,2962.957624,2344.905082,-0.590860626,-1.009546655,0.498735976,8.063883596,7.153857379,2.928652013,5.218776642,5.4606901,5.184878839
Esferocito,42992,0.161650817,0.995415605,0.788525733,731.822,235.5591517,232.4610823,1.008757069,0.013151981,1.006753082,1.000994777,0.01046153,0.034017863,38906.77186,44508.05359,43660.29847,1900.168374,1988.394806,1893.025351,1.21686205,0.373731429,0.743930232,5.056740819,3.609522,3.710634584,4.754160117,4.977722892,4.842972227
Esferocito,20649,0.353497336,0.99254951,0.781981368,508.402,167.7286856,156.8993722,1.003909092,0.064564468,1.001756258,1.001073953,0.028251688,0.04345361,41257.63223,44428.06606,44272.60671,1627.012097,1709.2126,2040.882967,0.535874984,0.08878237,0.535009205,3.405053394,3.017093494,3.11046011,4.66864094,4.778338804,4.985756878
Esferocito,25035,0.319745542,0.986951037,0.751801802,565.75,183.5427783,173.9074157,0.982897736,0.05249655,0.990530588,0.996139638,0.026242589,0.039342796,37120.48572,45608.56848,41776.66723,3638.518312,2788.821738,3702.542669,0.770668937,0.514121677,0.45167512,2.940564535,3.01470035,2.313078006,5.70776485,5.429823173,5.780272484
Esferocito,25892,0.24440607,0.994354622,0.781881323,568.222,184.4190314,178.8261503,1.00771883,0.030327028,1.005141626,1.001281189,0.014864955,0.038664288,37942.65905,44578.93589,41107.08296,3100.730094,2567.251252,3616.245965,1.384595547,0.601686298,1.013891806,4.855388453,3.495966641,3.3109591,5.342280552,5.31770863,5.598893213
Esferocito,25136,0.289440453,0.994579195,0.784519351,561.44,182.9952874,175.1623611,1.002072929,0.042803978,0.999479268,1.001296666,0.02529077,0.060996849,36919.03692,42783.09739,41464.50095,3333.832607,2858.26406,3458.403283,1.464167231,0.887209234,0.932997017,4.671295925,3.918748887,3.118820817,5.331328363,5.413603071,5.557277568
Esferocito,24358,0.316108213,0.994082357,0.777589785,552.342,180.9332841,171.6555936,1.003310492,0.051276859,1.000670937,1.001318024,0.026213973,0.043635929,36411.35463,40887.89687,41748.77346,3481.901362,3152.166976,3565.552585,0.964156605,0.540617461,0.659569217,3.666845551,3.602871951,2.677823005,5.635165144,5.619571979,5.69645976
Esferocito,28880,0.351468784,0.994695874,0.771367521,601.146,198.3053625,185.6534014,1.004262231,0.063800398,1.001834278,1.00121102,0.028336685,0.036800851,40898.31191,43689.72687,44473.59058,2701.755507,2957.850343,2774.647837,0.446421579,0.244017858,0.531908046,2.393201857,2.571614987,2.546516529,5.338561002,5.534796222,5.377829798
Esferocito,32293,0.290570954,0.989308253,0.787903186,642.017,207.5086188,198.5553374,0.984521491,0.043146552,0.988721286,0.997873888,0.028349103,0.031691027,38833.33527,45005.51129,42964.38386,2047.855451,1916.95085,2432.529775,1.209155787,0.42701084,0.865193499,5.102399971,3.909687817,3.579622494,4.869961371,4.91901349,5.162122225
Esferocito,26396,0.572318974,0.961918297,0.749396701,595.564,203.7723048,167.0996256,0.935171165,0.179968908,0.945544812,0.994499332,0.094503292,0.040444214,38654.61434,43022.21003,41795.56115,3427.344234,3805.148605,3338.880141,0.402362827,0.207860327,0.442708838,2.495374588,2.401503903,2.617917073,5.715839277,5.897938478,5.686899049
Esferocito,38021,0.470914059,0.992559912,0.774958216,695.078,234.3485588,206.7373986,0.988931735,0.117820909,0.988954499,0.999988491,0.045613145,0.114866723,39898.32145,43407.76055,42778.17711,2492.755869,2753.258316,2752.667767,0.404586319,0.127420395,0.469227854,2.280100776,2.334348178,2.504403995,5.219733526,5.431201106,5.384204765
Esferocito,32964,0.403339534,0.990475046,0.786261181,645.97,214.2327704,196.0337806,0.992716114,0.084949608,0.993657294,0.999526294,0.034914448,0.037801737,41086.51426,46086.56377,43689.60757,2848.854033,3128.200795,3016.74795,-0.18887429,-2.453849281,0.345375244,3.442229651,18.91800624,2.382018341,5.455125179,5.405128457,5.536638397
Esferocito,24790,0.513989307,0.993905862,0.80045205,558.842,191.9294577,164.6364347,0.997489457,0.142203408,0.99489568,1.001302694,0.058123385,0.056210098,38704.51698,43537.07914,43889.78265,2925.269436,2628.618786,2901.888009,0.715146203,0.480552051,0.519282397,3.021961534,3.280316257,2.608648664,5.442354504,5.369087122,5.453911834
Esferocito,40838,0.439322795,0.99437532,0.781259565,716.184,240.6252145,216.1606739,1.000518446,0.101670727,0.999016952,1.000751204,0.040437666,0.041932819,41798.2385,42615.58274,45936.55948,1342.965714,1428.932846,1624.942904,0.928918957,0.113708414,0.658195704,4.46589509,3.434860726,3.55255145,4.331470529,4.517386593,4.641929193
Esferocito,34248,0.451524294,0.978262732,0.766586086,669.11,221.4947998,197.63069,0.96128029,0.107741174,0.966050425,0.99752806,0.052208085,0.046834968,37226.9054,40150.43401,41075.7552,2613.103694,2989.629798,2723.219563,0.437742534,-0.222018227,0.50999724,2.569411204,3.888382159,2.637100936,5.323141529,5.548849397,5.373191773
Esferocito,32838,0.347212311,0.990618118,0.797174277,645.92,211.2647836,198.1212722,0.989074712,0.062213451,0.994110283,0.997464082,0.02809813,0.041009018,37635.07985,43174.32828,40560.85511,3037.592609,3187.663751,3039.752502,-0.292380866,-0.945121821,0.436231992,5.388854421,6.961356222,2.567124446,5.507943439,5.584040433,5.5481114
Esferocito,33313,0.245700987,0.976663051,0.752020407,658.146,210.0089451,203.5712612,0.966449391,0.030654332,0.974517249,0.995851984,0.047565929,0.051973098,39112.57179,45562.41419,42221.22871,2276.000276,2206.099023,2819.267198,1.395922246,0.759789977,1.15209117,5.458578054,4.309188763,4.13859218,4.962591017,5.082955173,5.285312894
Esferocito,42083,0.382648469,0.993202898,0.765869549,730.618,240.9458218,222.6084025,0.990685533,0.076105986,0.990034995,1.000328489,0.03216407,0.03533467,36945.32614,39521.11665,40920.63855,3349.999395,3263.915622,3651.389889,0.87079279,0.141669464,0.68992891,2.870256469,3.106775244,2.530919907,5.492510039,5.65660647,5.671948291
Esferocito,26907,0.622425438,0.994088743,0.755814607,585.92,209.2872345,163.8047445,0.984914424,0.217320899,0.982471484,1.00124249,0.086454256,0.034698121,38242.00513,43778.85963,43412.51273,2679.83986,3043.517896,2695.868377,1.467427914,1.548883465,1.043555161,5.608459774,6.757660784,3.997540175,5.168424978,5.379634537,5.266656397
Esferocito,28714,0.511434428,0.994630919,0.768164794,603.106,206.4946495,177.4454584,0.992010484,0.140677694,0.989619932,1.001207085,0.060327453,0.064005994,39938.25172,46064.2084,42762.53591,2378.871928,2518.379376,2688.228852,0.965851573,0.472487379,0.999642954,3.797985786,2.94830522,3.884338311,5.111051046,5.296101749,5.277890358
Esferocito,25969,0.566346251,0.993914574,0.789331307,573.836,200.3825751,165.1487885,0.991036179,0.175832587,0.98852639,1.001268655,0.068887279,0.039518356,36182.062,41171.51496,41797.62702,3576.167856,3260.864425,3436.060808,0.826005181,0.451179671,0.587709927,3.492787485,3.203098721,2.717220894,5.707059078,5.668818227,5.686948009
Esferocito,37142,0.348095644,0.981346438,0.760857096,700.742,224.9918577,210.9206475,0.950514733,0.062540975,0.964719278,0.99261069,0.037509531,0.044085131,39871.1574,42962.35938,43227.81929,2926.130777,3483.134312,2839.981339,-0.136519487,-1.548475968,0.511016286,4.615933704,13.45741175,2.530861338,5.431980078,5.626552708,5.416526349
Esferocito,38534,0.247817566,0.995504805,0.799892058,692.572,225.0557138,218.0354871,1.009541318,0.031193284,1.007422292,1.001051154,0.012807638,0.03575707,36628.5076,41620.11232,38863.92443,1996.962467,2113.093335,2482.704037,1.585895537,0.594596484,1.346169565,6.674445778,4.506986189,5.04844629,4.73731574,5.035676169,5.077198776
Esferocito,30435,0.412573109,0.991464964,0.777593255,620.274,206.3529362,187.9719436,0.994067821,0.089075508,0.994067821,1,0.037143976,0.04739662,37782.8437,41160.06966,41448.60641,3742.669286,4055.419221,3902.277417,0.035415112,-0.236850902,0.428783201,3.026849517,4.061904766,2.509051455,5.846397962,5.974807989,5.899433046
Esferocito,31710,0.215038045,0.993763515,0.78880597,630.05,203.3684258,198.6107582,1.003820532,0.023394328,1.001504789,1.001155464,0.013155565,0.051773046,31983.20126,34275.13592,37935.31832,4237.109139,3943.709798,4369.969284,0.95833033,0.723015728,0.766180802,3.316844534,3.733152315,2.614488422,5.871424676,5.919836316,5.892010229
Esferocito,31366,0.244438119,0.995493208,0.800255135,625.038,202.9777124,196.8203619,1.00891867,0.030335106,1.006572536,1.001164729,0.014727997,0.059221773,38033.46962,45881.78537,42811.28713,2503.16076,2066.360984,2529.61129,0.834752608,0.323926327,0.576879348,3.271126986,3.277136307,2.821916688,5.192883595,5.037960516,5.261050493
Esferocito,33104,0.350728521,0.99477132,0.784938588,644.15,212.2421996,198.759976,1.002573717,0.063522822,1.000311392,1.001130172,0.028027902,0.037565314,38283.67762,43491.81102,39941.54761,2464.049848,2629.490586,2517.374948,1.279958733,0.962383076,0.996105039,4.700987503,4.124872451,3.877332088,5.068243388,5.262935031,5.182245912
Esferocito,39471,0.363439389,0.993231002,0.780059289,706.384,232.4254022,216.5316525,0.994045551,0.068382154,0.993066842,1.00049265,0.031086706,0.060621714,37738.00796,41313.30121,41319.3042,2600.232636,3223.543785,2700.0637,0.60092726,0.355310291,0.672277796,2.841044953,3.320536647,3.076433644,5.286808015,5.653685382,5.351922332
Esferocito,35095,0.37886353,0.984431978,0.80360414,673.98,220.269454,203.8489283,0.970870024,0.074547448,0.98291993,0.99385145,0.044884398,0.029786267,38532.6247,42408.65582,42030.37014,2621.86796,2929.733109,2749.006849,0.705811853,-0.3011961,0.672346935,3.236181999,5.622081048,2.919009189,5.29771443,5.487086152,5.356496584
Esferocito,35671,0.45134044,0.994341306,0.803021094,672.54,225.9402987,201.6182414,0.99103481,0.10764816,0.988892771,1.001082463,0.048999053,0.040179974,40062.78579,46199.78089,42822.86227,2335.834989,2229.439091,2805.38532,0.95504039,0.495477072,0.91934005,3.858841527,3.362719265,3.475171665,5.095024257,5.130833556,5.335992616
